location,latitude,longitude,address
Dodda Banaswadi,13.0129976,77.6493207,"Steel Factory Banaswadi, Banaswadi Main Road, Vijaya Bank Colony, HRBR Layout 1st Block, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
PC Palaya,12.993425,77.7005156,"Garudacharpalya, Garudachar Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Soppahalli,12.7483443,77.6763175,"Soppahalli, Surajakkanahalli, Anekal, Bengaluru Urban, Karnataka, India"
Jayanti Nagar,13.0628884,77.6433396,"Kristu Jayanti College Sports Arena, K. Narayanapura Main Road, LBS Nagar, K Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India"
Prakash Nagar,12.9948984,77.5635409,"Prakash Nagar, Kuvempu Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
Bharat Nagar,12.9730088,77.5804711,"State Bank of India, Kempegowda Road, Balepet, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India"
Chikku Lakshmaiah Layout,12.9350706,77.6116041,"Adidas, Chikku Lakshmaiah Layout, Hosur Road, Lakkasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India"
Gnana Bharathi,12.9551213,77.5174955,"National Law School of India University, Gandhi Marg, Teacher's Colony, Nagarbhavi, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India"
Pillahalli,13.1025289,77.4287996,"Pillahalli, Bangalore North, Bengaluru Urban, Karnataka, 562123, India"
Ashok Nagar,12.9694359,77.6092319,"Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
Venkateswara Nagar,13.04055,77.5569571,"Venkateswara Temple, MS Ramaiah Road, Sundar Nagar, Gokula, HMT Ward, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India"
Chikkagubbi,13.0822582,77.6616026,"Chikkagubbi, Bangalore East, Bengaluru Urban, Karnataka, India"
Banashankari 2 nd Stage,12.8793396,77.5034003,"Banashankari 6th Stage - 6th Block, Banashankari 6th Stage, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Rajapura,12.7831791,77.6631594,"Rajapura, Anekal, Bengaluru Urban, Karnataka, India"
Raja Rajeshwari Nagara,12.9299784,77.5206938,"Javaregowdanagara Cross, 1st Main Road, Ideal Homes Layout, Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
Thirupalya,12.821203,77.6660463,"Thirupalya, Anekal, Bengaluru Urban, Karnataka, India"
"Haralur Road,",12.9018012,77.6641767,"Prestige Ferns Residency, Haralur Road, Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India"
Adugodi,12.9440234,77.6088867,"Adugodi, A Adugodi, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560030, India"
"Panathur Road,",12.9372157,77.6969668,"Bazaarvoice Technology India, Pacific 3, Gear School road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India"
Viviani Road,13.0036422,77.6156972,"Viviani Road, Sagayapura, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India"
Sampangirama Nagar,12.9795587,77.589992,"Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Banashankari Stage I,12.8849238,77.5154846,"Banashankari 6th Stage, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Michael Palaya,12.9844888,77.6467705,"St. Michael's Home, 80 Feet Road, Michaelpalya, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India"
RBI Layout,12.8873819,77.5840351,"RBI Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Guni Agrahara,13.0980951,77.525062,"Guni Agrahara, Sector 6, Dr. Shivaram Karanth Layout, Gune Agrahara, Yelahanka taluku, Bengaluru Urban, Karnataka, 560090, India"
Madavara,13.0574214,77.4728055,"Madavara, connect to platform from geate, Anchepalya, Madhavara, Madanayakanahalli, Bangalore North, Bengaluru Urban, Karnataka, 562162, India"
Akash Nagar,12.9591286,77.6974983,"Akash Vihar Air Force Camp, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India"
Harohalli,13.1305028,77.5804603,"Harohalli, Raja Kempegowda Ward, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
"Electronic city phase 1,",12.8496783,77.6649749,"Electronics City Phase 1, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
Krishna Nagar,12.8775024,77.5845488,"Krishna Nagar, Kothnur, Kothanur, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India"
Richmond Road,12.9668603,77.6098108,"Richmond Road, Xavier Layout, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
Govindapura,13.0314519,77.617598,"Govindapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
Postal Colony,13.0351918,77.5771223,"Postal Colony, Bhoopasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India"
"Gubbi Cross, Hennur Main Road",13.0843481,77.6541567,"Chikka Gubbi Cross, Hennur Bagalur Main Road, Kannuru, Bangalore East, Bengaluru Urban, Karnataka, 562149, India"
Sabari Nagar,12.971655,77.6058944,"Sabari Complex, 24, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India"
Ashraya Layout,12.9858241,77.7054539,"Ashraya Layout, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India"
Infantry Road,12.9800074,77.6050137,"Infantry Road, Tasker Town, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Koppa,12.801983,77.6276493,"Koppa, Anekal, Bengaluru Urban, Karnataka, India"
Ayappa Nagar,12.9709083,77.6700294,"Ayappa Temple, 1st Main Road, Lal Bahadur Shastri Nagar, Jagadish Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Billamaranahalli,13.1503834,77.6374474,"Billamaranahalli, Billavaranahalli, Kodagalahatti, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India"
"Banasawadi,",13.0144163,77.6509289,"Banasawadi (Towards B Channasandra), Banaswadi Main Road, Vijaya Bank Colony, HRBR Layout 1st Block, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
Devasandra Extension,13.0219498,77.5722288,"CPRI Quarters, New BEL Road, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560012, India"
Gayathri Nagar,13.0007574,77.5605988,"Gayathri Nagar Main Road, Gayatri Nagar, Gayathri Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
Old Mangammanapalya Road,12.899926,77.6358309,"Old Mangammanapalya Road, Bandepalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India"
"Kanakapura Road,",12.875978,77.5441292,"Kanakapura Road, Vajrahalli, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
Hal old airport road,12.9571954,77.674177,"HAL Old Airport Road, Vibhootipura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Anantapuram,13.1147832,77.5789964,"Ananthapuram Main Road, Vinayaka Layout, Doddabettahalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Versova Layout,12.9838691,77.6684718,"Versova Layout, Kaggadasapura, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
Chikkajala,13.1679234,77.6372834,"Chikkajala, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
Rahmath Nagar,13.0173076,77.5917019,"Rehamathnagara, RT Nagar Main Road, Rehamathnagara, Gangenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India"
Chikkanahalli,12.9058433,77.6202731,"Kodi Chikkanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Halanayakanahalli,12.8966653,77.6855489,"Halanayakanahalli, Bangalore East, Bengaluru Urban, Karnataka, India"
Xavier Layout,12.9649574,77.6120795,"Xavier Layout, Victoria Layout, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India"
Air View Colony,12.9547408,77.6612636,"Air View Colony, Murugeshpalaya, Konena Agrahara, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India"
Kadugondanahalli,13.0207029,77.6215464,"Kadugondanahalli, K.G.Halli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India"
mvj engineering college,12.984887,77.7622799,"M V Jayaram College of Engineering, Channasandra Main Road, AKG Colony, Kadugodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India"
Annaiah Reddy Layout,12.9797385,77.624122,"Annaiah Reddy Road, Gupta Layout, Halasuru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
manyata,13.0196646,77.6550064,"Manyata, Basbusabpalaya Service Road, Nanjappa Garden, Babusab Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India"
LIC Colony,12.9091489,77.5853379,"LIC Colony, JP Nagar 1st Phase, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Dominic Layout,12.9150485,77.5508659,"St. Dominic's School, 1st Main Road, Padmanabha Nagar, Sarvabhouma Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
Wheelers Road,12.9995759,77.6230526,"Village Super Market, No 100, Wheelers Road, Cooke Town, Bangalore - 560005, Wheeler Road Extension, Balaji Layout, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India"
Sadhguru Layout,12.9957271,77.5862314,"Shri Sadhguru Sadananda Maharaja Ashrama, 2nd Main Road, Chakravarty Layout, Vasanth Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560052, India"
"Electronic City Phase 1,",12.8496783,77.6649749,"Electronics City Phase 1, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India"
Hanuman Nagar,12.9700949,77.6561147,"Hanuman Nagar, Jeevan Bhima Nagar, Jeevan Bhimanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India"
Subhash Nagar,12.9899856,77.5719656,"Subhash Nagar Junction, Railway Platform Road, Dattatreya Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
Jogupalya,12.9746882,77.628026,"Jogupalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India"
"Beml layout, Rajarajeshwari nagar",12.9196528,77.5202202,"BEML Layout 3rd Stage, Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
Gulakamale,12.8037601,77.5284309,"Gulakamale, Bangalore South, Bengaluru Urban, Karnataka, India"
Arishinakunte,13.0784775,77.4225682,"Arishinakunte, Nelamangala taluk, Bengaluru North, Karnataka, 562123, India"
Jakkasandra,12.9206827,77.6357104,"Jakkasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
Kanakapura main  Road,12.9421348,77.5768444,"Kanakapura Main Road, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India"
Sindhi Colony,12.9946318,77.6165816,"Sindhi Colony, Frazer Town, Pulakeshi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India"
Prasanna layout Herohalli,12.9974648,77.4970838,"Prasanna Layout, Herohalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India"
Abshot Layout,12.9930728,77.5866428,"Abshot Layout, Vasanth Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
